timestamp,value
2025-06-06 18:47:00,not_a_number
2025-06-06 06:13:00,91.7
2025-06-06 02:43:00,99.6
2025-06-06 02:07:00,not_a_number
2025-06-06 03:27:00,not_a_number
2025-06-06 21:07:00,65.3
2025-06-06 22:33:00,
2025-06-06 20:59:00,92.3
2025-06-06 00:12:00,34.6
2025-06-06 16:13:00,75.2
2025-06-06 12:49:00,58.4
2025-06-06 05:29:00,
2025-06-06 15:11:00,46.9
2025-06-06 18:22:00,43
2025-06-06 18:27:00,22.1
2025-06-06 19:36:00,4.1
2025-06-06 17:11:00,75.3
2025-06-06 11:30:00,84.1
2025-06-06 16:21:00,72.7
2025-06-06 04:14:00,4.5
2025-06-06 11:21:00,2.8
2025-06-06 02:54:00,43.9
2025-06-06 20:20:00,not_a_number
2025-06-06 04:21:00,43.1
2025-06-06 04:26:00,28.4
2025-06-06 16:57:00,
2025-06-06 03:43:00,79.7
2025-06-06 16:53:00,82.9
2025-06-06 15:55:00,64.3
2025-06-06 11:24:00,8.1
2025-06-06 09:51:00,75.7
2025-06-06 23:59:00,19.2
2025-06-06 04:11:00,30.1
2025-06-06 12:37:00,81.3
2025-06-06 22:25:00,93.8
2025-06-06 11:11:00,16
2025-06-06 03:08:00,29.6
2025-06-06 04:21:00,67.1
2025-06-06 15:47:00,7.5
2025-06-06 00:04:00,65.3
2025-06-06 07:48:00,not_a_number
2025-06-06 05:50:00,
2025-06-06 12:43:00,13.3
2025-06-06 22:57:00,58.6
2025-06-06 01:17:00,
2025-06-06 23:07:00,99.9
2025-06-06 03:36:00,67.2
2025-06-06 15:33:00,13
2025-06-06 20:54:00,8.2
2025-06-06 21:44:00,not_a_number
2025-06-06 19:16:00,55.9
2025-06-06 22:53:00,82.3
2025-06-06 15:24:00,69.8
2025-06-06 20:43:00,not_a_number
2025-06-06 10:13:00,50.3
2025-06-06 11:35:00,27.7
2025-06-06 00:25:00,68.3
2025-06-06 04:17:00,31.3
2025-06-06 16:19:00,42.2
2025-06-06 09:29:00,38.4
2025-06-06 06:45:00,81.9
2025-06-06 16:39:00,63.4
2025-06-06 22:45:00,80.3
2025-06-06 13:20:00,not_a_number
2025-06-06 17:55:00,66.3
2025-06-06 12:45:00,4.3
2025-06-06 04:54:00,38.6
2025-06-06 00:54:00,29.5
2025-06-06 14:52:00,32.3
2025-06-06 09:21:00,58
2025-06-06 15:37:00,
2025-06-06 06:04:00,
2025-06-06 10:44:00,65.9
2025-06-06 14:24:00,61.3
2025-06-06 10:53:00,83.7
2025-06-06 02:13:00,30.2
2025-06-06 08:08:00,30
2025-06-06 19:50:00,65
2025-06-06 14:54:00,24
2025-06-06 17:43:00,36.8
2025-06-06 21:10:00,2.4
2025-06-06 23:18:00,72.7
2025-06-06 06:02:00,0.7
2025-06-06 10:45:00,46.2
2025-06-06 14:21:00,72.4
2025-06-06 14:56:00,
2025-06-06 11:11:00,39.2
2025-06-06 19:43:00,18.7
2025-06-06 21:10:00,48.3
2025-06-06 21:01:00,93
2025-06-06 21:10:00,50.4
2025-06-06 19:28:00,64.6
2025-06-06 11:21:00,99.9
2025-06-06 09:30:00,14.9
2025-06-06 14:53:00,8.5
2025-06-06 03:46:00,
2025-06-06 05:46:00,
2025-06-06 06:17:00,9.2
2025-06-06 07:13:00,97
2025-06-06 03:14:00,39.3
2025-06-06 06:56:00,42.6
2025-06-06 08:18:00,9.1
2025-06-06 21:46:00,90.1
2025-06-06 04:49:00,66.5
2025-06-06 04:27:00,41.3
2025-06-06 01:06:00,27.8
2025-06-06 20:56:00,28.5
2025-06-06 04:37:00,54.9
2025-06-06 08:48:00,8.7
2025-06-06 03:26:00,26.4
2025-06-06 16:49:00,97.1
2025-06-06 13:51:00,64.7
2025-06-06 06:51:00,93.8
2025-06-06 05:34:00,
2025-06-06 01:51:00,8.6
2025-06-06 10:57:00,41.7
2025-06-06 23:55:00,87.2
2025-06-06 14:59:00,88.6
2025-06-06 18:37:00,95.6
2025-06-06 00:17:00,3
2025-06-06 23:38:00,32.6
2025-06-06 16:09:00,62.5
2025-06-06 21:23:00,85.3
2025-06-06 21:07:00,24.3
2025-06-06 00:48:00,34.9
2025-06-06 18:07:00,17.8
2025-06-06 06:52:00,61
2025-06-06 19:05:00,94.7
2025-06-06 10:57:00,36.8
2025-06-06 19:22:00,89.1
2025-06-06 03:23:00,52.3
2025-06-06 02:24:00,48.4
2025-06-06 13:45:00,32.6
2025-06-06 07:22:00,4.7
2025-06-06 17:58:00,74.5
2025-06-06 13:15:00,46.1
2025-06-06 11:33:00,88.5
2025-06-06 14:32:00,42.2
2025-06-06 19:00:00,
2025-06-06 21:50:00,
2025-06-06 22:12:00,41.7
2025-06-06 08:47:00,
2025-06-06 12:59:00,80.4
2025-06-06 02:48:00,20.7
2025-06-06 10:16:00,not_a_number
2025-06-06 14:58:00,3.5
2025-06-06 00:25:00,73.3
2025-06-06 20:42:00,7.8
2025-06-06 13:29:00,14.1
2025-06-06 22:16:00,not_a_number
2025-06-06 08:47:00,78.2
2025-06-06 01:16:00,
2025-06-06 16:56:00,65.4
2025-06-06 23:46:00,not_a_number
2025-06-06 01:37:00,
2025-06-06 02:55:00,53.8
2025-06-06 18:48:00,18.4
2025-06-06 10:46:00,99.6
2025-06-06 13:32:00,18.8
2025-06-06 12:37:00,60
2025-06-06 21:08:00,58.2
2025-06-06 22:55:00,not_a_number
2025-06-06 11:47:00,
2025-06-06 15:21:00,
2025-06-06 04:35:00,
2025-06-06 21:06:00,37.4
2025-06-06 07:32:00,not_a_number
2025-06-06 04:50:00,68.3
2025-06-06 03:21:00,29.6
2025-06-06 15:59:00,24.1
2025-06-06 08:15:00,44.2
2025-06-06 23:29:00,not_a_number
2025-06-06 15:02:00,77.9
2025-06-06 10:50:00,40.4
2025-06-06 05:55:00,14.2
2025-06-06 20:33:00,80.7
2025-06-06 00:56:00,6
2025-06-06 08:11:00,83.2
2025-06-06 17:58:00,0.4
2025-06-06 05:14:00,2.1
2025-06-06 10:39:00,60.2
2025-06-06 14:10:00,86.5
2025-06-06 23:23:00,15.1
2025-06-06 18:57:00,26.2
2025-06-06 12:54:00,74.8
2025-06-06 23:41:00,80.1
2025-06-06 14:45:00,64.5
2025-06-06 08:02:00,70.4
2025-06-06 17:12:00,67.6
2025-06-06 22:43:00,34.3
2025-06-06 08:29:00,
2025-06-06 03:17:00,66.1
2025-06-06 05:06:00,37.5
2025-06-06 18:46:00,
2025-06-06 19:32:00,68.2
2025-06-06 12:48:00,83.9
2025-06-06 01:18:00,64.1
2025-06-06 18:45:00,77.3
2025-06-06 04:35:00,15.6
2025-06-06 12:52:00,16
2025-06-06 08:34:00,26
2025-06-06 07:00:00,43.9
2025-06-06 08:48:00,19.3
2025-06-06 17:09:00,10.9
2025-06-06 19:32:00,77.9
2025-06-06 08:54:00,
2025-06-06 18:00:00,
2025-06-06 02:29:00,86.8
2025-06-06 22:31:00,98.7
2025-06-06 12:02:00,25.2
2025-06-06 20:29:00,83.7
2025-06-06 05:31:00,16.4
2025-06-06 10:48:00,32.3
2025-06-06 06:21:00,14.1
2025-06-06 01:23:00,80.1
2025-06-06 18:31:00,not_a_number
2025-06-06 22:01:00,52.3
2025-06-06 20:44:00,15.7
2025-06-06 10:21:00,62.4
2025-06-06 17:24:00,80.3
2025-06-06 18:46:00,78.8
2025-06-06 20:42:00,46.5
2025-06-06 20:30:00,45.6
2025-06-06 21:42:00,58
2025-06-06 06:21:00,35.4
2025-06-06 03:32:00,49.1
2025-06-06 20:29:00,96.6
2025-06-06 10:16:00,94.3
2025-06-06 01:43:00,42.9
2025-06-06 14:05:00,90.2
2025-06-06 10:57:00,9.4
2025-06-06 11:10:00,38.8
2025-06-06 03:40:00,95.4
2025-06-06 14:12:00,
2025-06-06 12:14:00,not_a_number
2025-06-06 05:32:00,24.8
2025-06-06 18:09:00,
2025-06-06 15:07:00,38.6
2025-06-06 19:45:00,36.1
2025-06-06 01:57:00,92.3
2025-06-06 17:12:00,37.4
2025-06-06 21:01:00,49.8
2025-06-06 09:12:00,
2025-06-06 05:36:00,82.1
2025-06-06 06:21:00,2.3
2025-06-06 10:19:00,19.3
2025-06-06 22:25:00,20.8
2025-06-06 21:22:00,16.7
2025-06-06 09:09:00,27.6
2025-06-06 09:29:00,79
2025-06-06 02:34:00,not_a_number
2025-06-06 23:37:00,
2025-06-06 01:35:00,76.1
2025-06-06 03:23:00,44.7
2025-06-06 19:08:00,18
2025-06-06 14:27:00,
2025-06-06 12:05:00,
2025-06-06 18:21:00,22.3
2025-06-06 11:43:00,96.4
2025-06-06 11:19:00,75.8
2025-06-06 21:00:00,62.6
2025-06-06 06:38:00,99.3
2025-06-06 05:59:00,75.9
2025-06-06 18:09:00,93.5
2025-06-06 04:30:00,2.9
2025-06-06 08:16:00,95.5
2025-06-06 07:53:00,72.5
2025-06-06 11:41:00,17.2
2025-06-06 17:31:00,13
2025-06-06 07:32:00,11.8
2025-06-06 21:55:00,88.9
2025-06-06 09:06:00,1.7
2025-06-06 12:36:00,62
2025-06-06 13:00:00,49.7
2025-06-06 17:58:00,82.9
2025-06-06 16:37:00,74
2025-06-06 06:42:00,
2025-06-06 08:42:00,
2025-06-06 20:53:00,10.9
2025-06-06 05:36:00,39.8
2025-06-06 08:09:00,78.6
2025-06-06 07:42:00,12.4
2025-06-06 05:39:00,73.5
2025-06-06 09:12:00,22.9
2025-06-06 23:41:00,79.1
2025-06-06 09:20:00,22.9
2025-06-06 09:53:00,91.9
2025-06-06 03:39:00,
2025-06-06 23:29:00,35.7
2025-06-06 12:33:00,78.8
2025-06-06 05:55:00,
2025-06-06 19:21:00,34.6
2025-06-06 13:32:00,7.3
2025-06-06 13:13:00,23
2025-06-06 23:00:00,16.2
2025-06-06 08:52:00,23.5
2025-06-06 16:54:00,
2025-06-06 19:01:00,48
2025-06-06 13:55:00,47
2025-06-06 15:16:00,69.9
2025-06-06 15:34:00,0.5
2025-06-06 13:55:00,
2025-06-06 10:21:00,11.6
2025-06-06 16:02:00,67.3
2025-06-06 14:33:00,27.2
2025-06-06 03:38:00,
2025-06-06 10:52:00,
2025-06-06 07:24:00,34.2
2025-06-06 08:36:00,77.8
2025-06-06 09:26:00,85.6
2025-06-06 06:04:00,45.5
2025-06-06 09:51:00,67.4
2025-06-06 01:53:00,88.6
2025-06-06 22:36:00,21.2
2025-06-06 04:05:00,17
2025-06-06 12:33:00,67.1
2025-06-06 05:10:00,not_a_number
2025-06-06 21:31:00,86.1
2025-06-06 12:38:00,49.6
2025-06-06 22:12:00,
2025-06-06 12:14:00,61.4
2025-06-06 23:38:00,
2025-06-06 04:45:00,63
2025-06-06 21:36:00,75
2025-06-06 21:50:00,21.1
2025-06-06 05:16:00,
2025-06-06 23:50:00,22.4
2025-06-06 11:04:00,34.7
2025-06-06 04:16:00,70.9
2025-06-06 14:41:00,5.7
2025-06-06 07:37:00,
2025-06-06 04:21:00,83
2025-06-06 06:47:00,33.4
2025-06-06 18:54:00,44.8
2025-06-06 13:17:00,25.3
2025-06-06 19:45:00,36.3
2025-06-06 22:14:00,
2025-06-06 09:05:00,
2025-06-06 19:27:00,92.6
2025-06-06 13:52:00,35.5
2025-06-06 20:23:00,50.2
2025-06-06 09:18:00,5.2
2025-06-06 10:40:00,not_a_number
2025-06-06 04:02:00,89.2
2025-06-06 12:08:00,81.1
2025-06-06 01:26:00,
2025-06-06 07:21:00,94
2025-06-06 23:23:00,9.5
2025-06-06 02:25:00,93
2025-06-06 13:07:00,not_a_number
2025-06-06 02:56:00,96.6
2025-06-06 04:53:00,67
2025-06-06 02:10:00,23.4
2025-06-06 03:55:00,66.1
2025-06-06 18:31:00,
2025-06-06 12:35:00,33.6
2025-06-06 05:06:00,
2025-06-06 08:48:00,
2025-06-06 08:17:00,15.5
2025-06-06 16:59:00,63.6
2025-06-06 14:20:00,46.7
2025-06-06 02:37:00,19.3
2025-06-06 22:32:00,4.3
2025-06-06 20:12:00,12.7
2025-06-06 15:16:00,86.1
2025-06-06 03:10:00,
2025-06-06 18:56:00,27.3
2025-06-06 02:37:00,18
2025-06-06 07:14:00,66.5
2025-06-06 14:33:00,32.1
2025-06-06 23:40:00,28.9
2025-06-06 01:59:00,15.1
2025-06-06 18:01:00,52.4
2025-06-06 20:02:00,
2025-06-06 18:35:00,63.6
2025-06-06 18:04:00,57.8
2025-06-06 16:59:00,55.7
2025-06-06 04:07:00,65.3
2025-06-06 13:32:00,73
2025-06-06 20:57:00,95.1
2025-06-06 23:03:00,64
2025-06-06 00:22:00,19.5
2025-06-06 04:43:00,86.1
2025-06-06 12:21:00,40.3
2025-06-06 11:46:00,35.6
2025-06-06 21:58:00,52.8
2025-06-06 18:05:00,
2025-06-06 18:16:00,1
2025-06-06 03:20:00,
2025-06-06 19:41:00,99.5
2025-06-06 04:14:00,
2025-06-06 17:42:00,26.2
2025-06-06 00:34:00,29.4
2025-06-06 04:40:00,74.6
2025-06-06 16:08:00,63.6
2025-06-06 04:30:00,93.9
2025-06-06 01:36:00,80.6
2025-06-06 19:29:00,57.3
2025-06-06 02:11:00,19.5
2025-06-06 13:45:00,83.8
2025-06-06 18:28:00,57.7
2025-06-06 15:22:00,81.7
2025-06-06 17:59:00,59.7
2025-06-06 20:53:00,10.7
2025-06-06 00:11:00,91.1
2025-06-06 11:55:00,12.9
2025-06-06 19:15:00,
2025-06-06 22:29:00,19.7
2025-06-06 08:46:00,54.1
2025-06-06 12:40:00,47.3
2025-06-06 13:40:00,97.6
2025-06-06 14:20:00,86.4
2025-06-06 08:21:00,15.5
2025-06-06 14:27:00,66.1
2025-06-06 16:00:00,12
2025-06-06 13:42:00,20
2025-06-06 21:32:00,3.1
2025-06-06 06:05:00,
2025-06-06 00:44:00,97.5
2025-06-06 19:10:00,74.2
2025-06-06 06:52:00,
2025-06-06 14:11:00,0.1
2025-06-06 21:04:00,96.8
2025-06-06 02:57:00,67.5
2025-06-06 02:47:00,46.7
2025-06-06 01:50:00,51.1
2025-06-06 18:35:00,99.3
2025-06-06 13:47:00,96.8
2025-06-06 22:05:00,68.6
2025-06-06 18:27:00,39.3
2025-06-06 09:18:00,62.5
2025-06-06 16:18:00,
2025-06-06 03:09:00,48.1
2025-06-06 01:43:00,93.3
2025-06-06 16:16:00,
2025-06-06 16:19:00,65.2
2025-06-06 09:22:00,96.4
2025-06-06 02:25:00,
2025-06-06 15:33:00,15.8
2025-06-06 20:39:00,46.8
2025-06-06 03:17:00,26
2025-06-06 17:58:00,11.6
2025-06-06 09:24:00,43
2025-06-06 00:39:00,94.3
2025-06-06 16:40:00,9.8
2025-06-06 19:35:00,12.6
2025-06-06 05:49:00,40.2
2025-06-06 07:13:00,73.7
2025-06-06 05:14:00,21.2
2025-06-06 18:35:00,not_a_number
2025-06-06 00:45:00,58.8
2025-06-06 20:05:00,3.9
2025-06-06 19:16:00,35.5
2025-06-06 11:59:00,42.4
2025-06-06 23:30:00,40.6
2025-06-06 06:06:00,not_a_number
2025-06-06 13:03:00,85
2025-06-06 07:31:00,22.6
2025-06-06 14:02:00,62.2
2025-06-06 00:26:00,64.9
2025-06-06 13:04:00,81.2
2025-06-06 13:53:00,88.5
2025-06-06 05:43:00,
2025-06-06 23:32:00,51.6
2025-06-06 13:27:00,51.7
2025-06-06 14:56:00,34.3
2025-06-06 00:10:00,8.7
2025-06-06 21:10:00,22.4
2025-06-06 22:56:00,52.6
2025-06-06 19:54:00,57.2
2025-06-06 08:53:00,72.6
2025-06-06 17:36:00,43.9
2025-06-06 03:23:00,37.1
2025-06-06 09:04:00,4
2025-06-06 21:38:00,91
2025-06-06 12:53:00,25.7
2025-06-06 11:02:00,75.8
2025-06-06 09:47:00,96.2
2025-06-06 06:01:00,40.2
2025-06-06 08:20:00,24.3
2025-06-06 22:07:00,not_a_number
2025-06-06 05:19:00,58.4
2025-06-06 15:20:00,
2025-06-06 14:53:00,46
2025-06-06 23:15:00,63.5
2025-06-06 23:30:00,36.7
2025-06-06 05:38:00,9.2
2025-06-06 12:18:00,65.6
2025-06-06 17:12:00,4.1
2025-06-06 23:48:00,52.1
2025-06-06 12:55:00,22.9
2025-06-06 22:17:00,74.4
2025-06-06 09:30:00,59.6
2025-06-06 17:36:00,99.9
2025-06-06 03:17:00,98.8
2025-06-06 06:40:00,11.2
2025-06-06 01:12:00,
2025-06-06 12:06:00,
2025-06-06 09:27:00,15.9
2025-06-06 01:03:00,28.6
2025-06-06 01:09:00,not_a_number
2025-06-06 13:20:00,
2025-06-06 11:23:00,1.8
2025-06-06 20:41:00,85.6
2025-06-06 12:59:00,
2025-06-06 01:16:00,2.3
2025-06-06 18:53:00,45.6
2025-06-06 17:50:00,75.2
2025-06-06 04:02:00,10.1
2025-06-06 05:44:00,19.4
2025-06-06 11:57:00,47.3
2025-06-06 05:14:00,
2025-06-06 12:07:00,66.3
2025-06-06 16:29:00,50.1
2025-06-06 21:40:00,
2025-06-06 10:52:00,5.3
2025-06-06 00:57:00,30.5
2025-06-06 04:03:00,
2025-06-06 18:05:00,
2025-06-06 05:26:00,7.7
2025-06-06 03:10:00,90.9
2025-06-06 15:23:00,59.6
2025-06-06 10:42:00,70.6
2025-06-06 17:44:00,75.3
2025-06-06 07:15:00,68.8
2025-06-06 20:15:00,56.2
2025-06-06 12:14:00,88.1
2025-06-06 18:25:00,not_a_number
2025-06-06 23:55:00,63.2
2025-06-06 17:41:00,6.9
2025-06-06 11:03:00,38
2025-06-06 10:44:00,
2025-06-06 09:04:00,
2025-06-06 10:40:00,18.8
2025-06-06 18:14:00,7.6
2025-06-06 08:51:00,85.6
2025-06-06 04:12:00,
2025-06-06 07:36:00,not_a_number
2025-06-06 11:45:00,
2025-06-06 04:33:00,64.1
2025-06-06 22:41:00,23.1
2025-06-06 16:25:00,21.6
2025-06-06 19:43:00,60.7
2025-06-06 15:45:00,69.2
2025-06-06 09:24:00,not_a_number
2025-06-06 21:53:00,68.9
2025-06-06 23:17:00,41.3
2025-06-06 05:16:00,90.2
2025-06-06 15:30:00,3.9
2025-06-06 06:32:00,74.5
2025-06-06 13:12:00,82.1
2025-06-06 18:39:00,50.4
2025-06-06 06:49:00,39.3
2025-06-06 22:43:00,
2025-06-06 05:15:00,28.8
2025-06-06 05:45:00,16.4
2025-06-06 18:10:00,47.6
2025-06-06 16:48:00,63.5
2025-06-06 12:29:00,4.7
2025-06-06 11:38:00,2.6
2025-06-06 03:26:00,71.4
2025-06-06 09:16:00,69.6
2025-06-06 15:05:00,13.6
2025-06-06 23:45:00,6.2
2025-06-06 13:37:00,67.6
2025-06-06 21:45:00,
2025-06-06 01:48:00,63.1
2025-06-06 19:19:00,15.1
2025-06-06 09:59:00,38.7
2025-06-06 09:19:00,11.9
2025-06-06 22:26:00,27.9
2025-06-06 02:39:00,58.5
2025-06-06 19:55:00,33.8
2025-06-06 10:09:00,
2025-06-06 17:41:00,8.7
2025-06-06 02:02:00,14.3
2025-06-06 04:10:00,59.8
2025-06-06 08:33:00,78.5
2025-06-06 07:37:00,76
2025-06-06 18:30:00,
2025-06-06 15:25:00,78.4
2025-06-06 11:25:00,60.8
2025-06-06 07:43:00,48
2025-06-06 06:01:00,
2025-06-06 15:48:00,not_a_number
2025-06-06 01:39:00,not_a_number
2025-06-06 02:37:00,
2025-06-06 18:37:00,20.3
2025-06-06 14:41:00,34.9
2025-06-06 22:10:00,93.2
2025-06-06 05:05:00,0
2025-06-06 04:38:00,21
2025-06-06 19:29:00,20.5
2025-06-06 10:27:00,70.6
2025-06-06 01:40:00,35.8
2025-06-06 15:15:00,69.9
2025-06-06 13:06:00,84.6
2025-06-06 02:19:00,41.7
2025-06-06 01:35:00,70.6
2025-06-06 18:51:00,72
2025-06-06 02:31:00,90.1
2025-06-06 08:06:00,36.9
2025-06-06 23:29:00,37.8
2025-06-06 17:59:00,51.4
2025-06-06 18:54:00,88.5
2025-06-06 22:07:00,93.8
2025-06-06 04:11:00,78.8
2025-06-06 06:34:00,97
2025-06-06 14:40:00,98.2
2025-06-06 04:57:00,22.2
2025-06-06 20:31:00,64.1
2025-06-06 09:27:00,28.9
2025-06-06 04:59:00,36.9
2025-06-06 08:47:00,34.2
2025-06-06 07:42:00,13.3
2025-06-06 03:57:00,49.2
2025-06-06 15:36:00,60.8
2025-06-06 20:58:00,59.4
2025-06-06 01:45:00,91.4
2025-06-06 08:16:00,
2025-06-06 06:58:00,82.5
2025-06-06 07:57:00,21.7
2025-06-06 18:44:00,42.6
2025-06-06 03:00:00,
2025-06-06 21:13:00,21.6
2025-06-06 12:37:00,18
2025-06-06 16:06:00,not_a_number
2025-06-06 03:56:00,84.4
2025-06-06 19:20:00,51
2025-06-06 07:31:00,33.5
2025-06-06 02:57:00,19.7
2025-06-06 09:51:00,39.7
2025-06-06 07:43:00,43
2025-06-06 12:06:00,24.1
2025-06-06 07:33:00,97.4
2025-06-06 04:33:00,1
2025-06-06 15:40:00,6.7
2025-06-06 09:05:00,51.4
2025-06-06 19:05:00,11.1
2025-06-06 11:51:00,21.4
2025-06-06 05:55:00,26.5
2025-06-06 15:34:00,1.8
2025-06-06 08:27:00,23.7
2025-06-06 07:39:00,13.8
2025-06-06 00:29:00,2.4
2025-06-06 18:52:00,61.4
2025-06-06 14:24:00,98.7
2025-06-06 15:49:00,not_a_number
2025-06-06 06:10:00,
2025-06-06 06:49:00,
2025-06-06 08:47:00,
2025-06-06 19:42:00,9.3
2025-06-06 17:25:00,49
2025-06-06 00:15:00,33.3
2025-06-06 01:22:00,96.4
2025-06-06 04:54:00,not_a_number
2025-06-06 09:25:00,6.5
2025-06-06 10:37:00,78.4
2025-06-06 07:26:00,38.4
2025-06-06 07:06:00,70.5
2025-06-06 13:17:00,19.4
2025-06-06 09:08:00,
2025-06-06 05:50:00,
2025-06-06 15:46:00,86.2
2025-06-06 21:04:00,51
2025-06-06 11:54:00,51.7
2025-06-06 07:20:00,27.3
2025-06-06 22:04:00,39.9
2025-06-06 07:25:00,45.9
2025-06-06 01:54:00,79.1
2025-06-06 11:28:00,71.8
2025-06-06 16:04:00,27.4
2025-06-06 21:04:00,9.2
2025-06-06 14:15:00,27.1
2025-06-06 04:03:00,
2025-06-06 19:12:00,77.3
2025-06-06 20:22:00,64.1
2025-06-06 16:26:00,94
2025-06-06 06:23:00,43.7
2025-06-06 10:38:00,
2025-06-06 15:44:00,80.4
2025-06-06 22:40:00,65.5
2025-06-06 12:57:00,50.6
2025-06-06 11:08:00,74.7
2025-06-06 09:43:00,12.4
2025-06-06 11:47:00,53.6
2025-06-06 12:04:00,44.1
2025-06-06 12:32:00,55
2025-06-06 09:22:00,49.7
2025-06-06 02:51:00,5.4
2025-06-06 19:30:00,53.6
2025-06-06 14:12:00,not_a_number
2025-06-06 12:09:00,8.9
2025-06-06 17:39:00,75.4
2025-06-06 12:54:00,24.1
2025-06-06 13:26:00,45.3
